번호,신고일자,법인또는상호,운영상태,"소재지주소(도로명주소, 없으면 지번주소)",호스트서버 업체명,호스트서버 도메인명,호스트서버 도메인유형,취급품목,취급품목세부사항,판매방식
1223,20150811,천사자,정상영업,경기도 양주시 고읍로 11-7， 108동 704호 (고읍동， 산내들마을한양수자인아파트),-,www.천사자.com,오픈,기타,원단,인터넷
1224,20150811,다온티앤에스,정상영업,경기도 양주시 만송로 368 (만송동),-,-,-,가전 컴퓨터/사무용품 가구/수납용품 의류/패션/잡화/뷰티,-,인터넷
1225,20150811,써치줌,정상영업,경기도 양주시 고읍로 11-7， 106동 702호 (고읍동， 산내들마을한양수자인아파트),-,searchzoom.co.kr,개인,기타,위치추적기,인터넷
1226,20150810,신념,정상영업,경기도 양주시 광적면 광적로65번길 34-24,-,sinnum.com,개인,종합몰 의류/패션/잡화/뷰티,-,인터넷
1227,20150810,슬기's,정상영업,경기도 양주시 고암길 154-16， 302호 (고암동),네이버,storefarm.naver.com,개인,의류/패션/잡화/뷰티,-,인터넷
1228,20150810,이레테크,정상영업,경기도 양주시 삼숭로58번길 141， 706동 502호 (삼숭동， 양주자이7단지아파트),-,-,개인,기타,디지털도어락,인터넷
1229,20150810,주식회사 아이투아이,정상영업,경기도 양주시 평화로 1557， 가동 (회정동),-,-,개인,의류/패션/잡화/뷰티,안경태 썬글라스,인터넷
1230,20150804,호림인터내셔널,정상영업,경기도 양주시 부흥로 1880 (광사동),지마켓,오픈마켓,오픈,자동차/자동차용품,-,인터넷
1231,20150803,L2s textile (엘2에스),정상영업,경기도 양주시 평화로1970번길 135-34， 2층 (봉양동),지마켓 옥션 11번가,오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
1232,20150803,비비코스,정상영업,경기도 양주시 덕정길 56 (덕정동),네이버,오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
1233,20150731,파인아트(Fine Art),정상영업,경기도 양주시 부흥로 2162， 108동 405호 (삼숭동， 나래아파트),고도몰,http://carenseogodo.co.kr,개인,기타,인조소나무,인터넷
1234,20150730,주연테크 백석점,정상영업,경기도 양주시 백석읍 호명로 61,옥션 지마켓 등,오픈마켓,오픈,교육/도서/완구/오락 가전 컴퓨터/사무용품,-,인터넷
1235,20140707,은손작업실,폐업처리,경기도 양주시 광적면 부흥로842번길 29， 103동 202호 (청솔빌라트),네이버,blog.naver.com/letmeout1115,-,의류/패션/잡화/뷰티,-,인터넷
1236,20150729,자연의서,정상영업,경기도 양주시 어하고개로 120 (삼숭동),네이버,http://storefarm.naver.com/giftnature,오픈,건강/식품,-,인터넷
1237,20150727,인부넷,정상영업,경기도 양주시 옥정동로 162， 1306동 1604호 (옥정동， 율정마을13단지),우뜨넷,http://albago.net,개인,기타,인터넷사이트홍보,인터넷
1238,20140728,나무꾼의숲,정상영업,경기도 양주시 광적면 부흥로 847， 316-27호 (양주테크노시티),-,www.namookkun.com,-,종합몰,-,인터넷
1239,20150724,스피드피씨(SPEEDPC),정상영업,경기도 양주시 백석읍 부흥로419번길 1-6,심플렉스인터넷,speedpc.co.kr,개인,컴퓨터/사무용품,-,인터넷
1240,20150724,인어아가씨(박&박 컴퍼니) 양주점,폐업처리,경기도 양주시 고읍남로191번길 86-23， 102-1호 (광사동),카카오스토리,카카오스토리,개인,건강/식품,-,인터넷
1241,20150723,카페마니피캇 (Cafe Magnificat),정상영업,경기도 양주시 백석읍 연곡로 31， 1층,옥션 지마켓 등,오픈마켓,오픈,건강/식품,커피,인터넷
1242,20150722,(주) 우성이엔지,정상영업,경기도 양주시 칠봉산로314번길 26-16 (봉양동),-,우성이엔지.한국,개인,기타,금속철물 고무제품,인터넷
1243,20150722,에코마켓,정상영업,경기도 양주시 고암길 200， 101동 501호 (고암동， 중흥에스클래스),지마켓 옥션등,오픈마켓,오픈,건강/식품,-,인터넷
1244,20150721,바이엘리(By Ellie),정상영업,경기도 양주시 고읍남로 5-10， 1층 104호 (광사동),-,www.by-ellie.kr,개인,기타,꽃,인터넷
1245,20150721,만세공구,정상영업,경기도 양주시 고읍남로39번길 84， 313동 1202호 (광사동， 해동마을한양수자인),지마켓,오픈마켓,오픈,기타,실리콘 등,인터넷
1246,20150720,제이 (J) 모바일,정상영업,경기도 양주시 화합로1361번길 30， 1층 (덕정동),-,-,개인,기타,휴대폰,인터넷
1247,20150720,주식회사 투바이포,정상영업,경기도 양주시 광적면 광남로 327,카페24,2x4.co.kr,개인,기타,건축자재,인터넷
1248,20150715,미로샵,정상영업,경기도 양주시 고암길 275， 309동 201호 (고암동),카페24,miroshop.co.kr,개인,의류/패션/잡화/뷰티,-,인터넷
1249,20150713,미니앤더시티,타시군구이관,경기도 양주시 부흥로 2152-11， 110동 1102호 (삼숭동， 성우아파트아침의미소),카페24,www.mininct.com,개인,기타,미니어쳐,인터넷
1250,20150713,태흥상사,정상영업,경기도 양주시 백석읍 오산리 122번지 2호,심플렉스인터넷,www.saltyboy.co.kr,개인,기타,소금,인터넷
1251,20150423,(주)기백,정상영업,경기도 양주시 백석읍 부흥로1204번길 35-12,-,11번가,-,의류/패션/잡화/뷰티 건강/식품 기타,주방용품,인터넷 기타
1252,20150710,비오스,정상영업,경기도 양주시 삼숭로38번길 25-15 (삼숭동),11번가,오픈마켓,오픈,종합몰,-,인터넷
1253,20150710,초록엄지,정상영업,경기도 양주시 고읍로 64， 405동 601호 (고읍동， 산내들마을휴먼시아),-,www.boribori.co.kr,개인,의류/패션/잡화/뷰티,-,인터넷
1254,20150710,아로아스토어,정상영업,경기도 양주시 고읍로 117-21， 602동 207호 (만송동， 은빛마을휴먼시아),지마켓 옥션 등,오픈마켓,오픈,종합몰,-,인터넷
1255,20150709,만물마켓,정상영업,경기도 양주시 엄상동길 36-20， 201호 (고암동),-,www.manmulmarket.co.kr,개인,종합몰,-,인터넷
1256,20150202,도매365,정상영업,경기도 양주시 장흥면 가마골로258번길 35,지마켓,오픈마켓,-,건강/식품,-,인터넷
1257,20150707,제일산업,정상영업,경기도 양주시 천보산로71번길 117， 2층 (회암동),지마켓 옥션 등,오픈마켓,오픈,기타,전기방석 장판,인터넷
1258,20150707,그린나래,정상영업,경기도 양주시 고덕로 108-59， 102동 1201층 (산북동),메이크샵,www.fromdot.co.kr,개인,의류/패션/잡화/뷰티,-,인터넷
1259,20150707,주식회사 더블루,정상영업,경기도 양주시 은현면 강변서로 229,옥션 지마켓,오픈마켓,오픈,종합몰,-,인터넷
1260,20150706,신발농장,정상영업,경기도 양주시 옥정동로 162， 1307동 16층 04호 (옥정동， 율정마을13단지),지마켓,오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
1261,20150703,한우떼,타시군구이관,경기도 양주시 고읍남로 23， 1층 127호 (광사동， 메가시티프라자),-,www.hanutte.com,오픈,건강/식품,-,인터넷
1262,20150703,(주)북두레저,정상영업,경기도 양주시 광사동 125번지 3호,-,www.mirca.co.kr,개인,레져/여행/공연,-,인터넷
1263,20140618,민영전자,정상영업,경기도 양주시 백석읍 꿈나무로 311， 205동 706호 (동화2차아파트),-,11번가,-,가전,가전,인터넷
1264,20150701,리얼쏘잉,정상영업,경기도 양주시 화합로1325번길 22-31， 102동 702호 (덕정동， 서희스타힐스아파트),네이버,blog.naver.com/osh840320,오픈,의류/패션/잡화/뷰티,-,인터넷
1265,20121212,케이든,정상영업,경기도 양주시 삼숭로38번길 91， 403동 401호 (삼숭동， 양주자이아파트),-,오픈마켓,-,의류/패션/잡화/뷰티,-,인터넷
1266,20150626,비엠(BM)산업,정상영업,경기도 양주시 남면 삼일로731번길 58-9,네이버스토어팜,오픈마켓,오픈,기타,가방부자재,인터넷
1267,20150626,향기나라,폐업처리,경기도 양주시 백석읍 권율로 1455-15， 101동 1001호 (백석한승아파트),지마켓 옥션,오픈마켓,오픈,기타,방향제,인터넷
1268,20150625,도담팻,정상영업,경기도 양주시 부흥로 2021-12， 203동 104호 (고읍동， 티에스푸른솔2차아파트),-,멜란그레이,개인,의류/패션/잡화/뷰티,-,인터넷
1269,20150625,사회복지법인 열린복지재단,정상영업,경기도 양주시 부흥로1399번길 46-5 (유양동),-,http://m.callpia.co.kr/76753742,개인,종합몰,-,인터넷
1270,20150624,샤랄라베베,정상영업,경기도 양주시 고암길 223， 707동 301호 (고암동， 하늘빛마을),카카오스토리,story.kakao.com/ch/sharalabebe7,개인,의류/패션/잡화/뷰티,-,인터넷
1271,20150624,(주)케이디히터(KD heater.co.Ltd),정상영업,경기도 양주시 은현면 화합로 722-7， 6동 2호,아이디언트,kdheater.co.kr,개인,기타,전기히터,인터넷
1272,20150623,수미조아 (SUMI JOA),정상영업,경기도 양주시 평화로 1570， 3동 305호 (회정동),-,blog.naver.com/tnalalstn,개인,기타,페브릭제품,인터넷
1273,20150623,달달한핸드메이드,정상영업,경기도 양주시 부흥로 2021-7， 상가동 2층 201호 (고읍동),-,www.daldalhm.co.kr,개인,기타,공예품,인터넷
1274,20150622,유블리,폐업처리,경기도 양주시 백석읍 중앙로93번길 122-10， 303호 (쉐르하우스),-,유블리,개인,종합몰 의류/패션/잡화/뷰티,-,인터넷
1275,20150622,아로아스토어,폐업처리,경기도 양주시 고읍로 117-21， 602동 207호 (만송동),지마켓 네이버,오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
1276,20150619,봉봉(BON BON),정상영업,경기도 양주시 고읍남로39번길 84， 306동 1002호 (광사동， 해동마을한양수자인),네이버블로그,오픈마켓,오픈,종합몰,-,인터넷
1277,20150619,와이엠컴퍼니,타시군구이관,경기도 양주시 고읍로35번길 8， 304동 1403호 (고읍동， 산내들마을우미린아파트),카페24,http://ymcompany127.cofe24.com,개인,자동차/자동차용품,-,인터넷
1278,20150619,moon골드,정상영업,경기도 양주시 부흥로1907번길 135-14， 1층 (광사동),11번가,오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
1279,20070910,용문,정상영업,경기도 양주시 고읍로 11-7， 108동 1204호 (고읍동， 산내들마을한양수자인),-,-,-,기타,전기자재,인터넷
1280,20150618,주식회사 디에스컴퍼니,정상영업,경기도 양주시 청담로39번길 60-13 (고읍동),11번가,오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
1281,20150617,스푸닝,정상영업,경기도 양주시 옥정동로 162， 1307동 7층 703호 (옥정동， 율정마을13단지),카페24,www.spooning.kr,개인,의류/패션/잡화/뷰티,-,인터넷
1282,20150617,벼리별마켓,정상영업,경기도 양주시 고암길 306-40， 208동 706호 (고암동， 주원마을),-,-,개인,의류/패션/잡화/뷰티,-,인터넷
1283,20070927,오르자드,정상영업,경기도 양주시 삼숭로38번길 80， 4층 2405호 (삼숭동),고도몰,www.orjade.com,-,의류/패션/잡화/뷰티,-,인터넷
1284,20150615,더스미스,정상영업,경기도 양주시 백석읍 부흥로1148번길 32,카페24,www.mythesmith.com,개인,의류/패션/잡화/뷰티,-,인터넷
1285,20130624,비품사랑,정상영업,경기도 양주시 청담로84번길 231-102 (고읍동),-,www.bipumlove.com,-,종합몰,-,인터넷
1286,20080114,티앤디네트워크,정상영업,경기도 양주시 평화로1203번길 22 (산북동),-,www.gifthuman.com,-,종합몰,-,인터넷
1287,20150610,주식회사 대웅피앤피,정상영업,경기도 양주시 은현면 운하로 183-11,지마켓 옥션등,오픈마켓,모두사용,기타,플라스틱사출,인터넷
1288,20150610,명품북,정상영업,경기도 양주시 삼숭로58번길 141， 701동 1004호 (삼숭동， 양주자이아파트),지마켓 옥션 등,오픈마켓,오픈,교육/도서/완구/오락,-,인터넷
1289,20150609,Dars Battery,타시군구이관,경기도 양주시 백석읍 양주산성로 795， 2층,11번가,오픈마켓,오픈,자동차/자동차용품,-,인터넷
1290,20140812,비비 패밀리 (BB FAMILY),폐업처리,경기도 양주시 평화로1429번길 43-10， 101동 816호 (덕계동， 금용아파트),후이즈,www.bbfamily.co.kr,-,자동차/자동차용품,-,인터넷
1291,20150605,거목산장,정상영업,경기도 양주시 장흥면 권율로309번길 361,바다웹,www.gmmg.co.kr,개인,기타,음식점 팬션,인터넷
1292,20150605,허니콩,정상영업,경기도 양주시 옥정동로 162， 1308동 502호 (옥정동， 율정마을13단지),몰이지,honeykong.net,개인,건강/식품,-,인터넷
1293,20150605,허밍클로즈,타시군구이관,경기도 양주시 삼숭로38번길 78-12， 205동 805호 (삼숭동),네이버,blog.naver.com/hanbyul0104,오픈,의류/패션/잡화/뷰티,-,인터넷
1294,20150605,PETZ (펫쯔),정상영업,경기도 양주시 고읍남로39번길 129-31 (광사동),-,www.petz.co.kr,개인,기타,강아지 신발,인터넷
1295,20150605,신흥화학,정상영업,경기도 양주시 백석읍 양주산성로800번길 64-58,hct,www.신흥화학.kr,개인,기타,기능성작업화,인터넷 카다로그 신문잡지
1296,20150603,넛츠플레닛,타시군구이관,경기도 양주시 평화로1399번길 62， 104호 (덕계동， 명성아파트상가),심플렉스인터넷,www.nutsplanet.co.kr,개인,교육/도서/완구/오락,-,인터넷
1297,20150603,델리옷장,정상영업,경기도 양주시 고읍로 64， 401동 505호 (고읍동， 산내들마을휴먼시아),카페24,www.delly.co.kr,개인,의류/패션/잡화/뷰티,-,인터넷
1298,20150602,오소,정상영업,경기도 양주시 백석읍 꿈나무로 6-13， 1동 401호 (리원해피타운),옥션 지마켓 등,오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
1299,20150601,예건,정상영업,경기도 양주시 화합로 1339-6， 1층 (덕정동),네이버,오픈마켓,오픈,종합몰 의류/패션/잡화/뷰티 기타,건축자재,인터넷
1300,20150601,주식회사 에스비건사(S.B Co. Ltd.),정상영업,경기도 양주시 백석읍 부흥로 1080,옥션 지마켓 등,오픈마켓,오픈,기타,거꾸리 펠릿난로,인터넷
1301,20150529,착한쏘잉 이야기,폐업처리,경기도 양주시 삼숭로38번길 55， 302동 304호 (삼숭동， 양주자이아파트),다음,http://cafe.daum.net/sewingforyou,개인,의류/패션/잡화/뷰티,-,인터넷
1302,20150529,다림이. 엔. 지,정상영업,경기도 양주시 은현면 은현로 268,-,www.dalimeng.co.kr,개인,기타,피톤치드 편백오일,인터넷
1303,20150529,다비드 핸즈,정상영업,경기도 양주시 송랑로89번길 53-51， 102호 (만송동),에드쉐이크,blog.naver.com/alluregril,개인,가구/수납용품,-,인터넷
1304,20150327,주식회사 스마트푸드디엠,정상영업,경기도 양주시 평화로 1447 (덕계동),-,smartfooddm,-,건강/식품,-,인터넷 카다로그
1305,20150528,뉴트리365,정상영업,경기도 양주시 백석읍 중앙로109번길 65， 나동 1층,카페24,www.nutri365.kr,개인,종합몰 건강/식품,-,인터넷
